species;family
Begonia humbertii;Begoniaceae
Begonia humilis;Begoniaceae
Begonia hydrocotylifolia;Begoniaceae
Begonia hydrocotylifolia-hybrid;Begoniaceae
Begonia hypolipara;Begoniaceae
Begonia hypolipara;Begoniaceae
Begonia hypolipara;Begoniaceae
Begonia chingipengii;Begoniaceae
Begonia chingipengii;Begoniaceae
Begonia chloroneura;Begoniaceae
Begonia involucrata;Begoniaceae
Begonia johnstonii;Begoniaceae
Begonia johnstonii;Begoniaceae
Begonia kisuluana;Begoniaceae
Begonia kuhlmannii;Begoniaceae
Begonia kui;Begoniaceae
Begonia limmingheiana;Begoniaceae
Begonia lindleyana;Begoniaceae
Begonia listada;Begoniaceae
Begonia longiciliata;Begoniaceae
Begonia loranthoides;Begoniaceae
Begonia lubbersii;Begoniaceae
Begonia ludwigii;Begoniaceae
Begonia lugonis;Begoniaceae
Begonia lukuana;Begoniaceae
Begonia luochengensis;Begoniaceae
Begonia luxurians;Begoniaceae
Begonia luzonensis;Begoniaceae
Begonia luzonensis;Begoniaceae
Begonia lyallii;Begoniaceae
Begonia lyallii;Begoniaceae
Begonia lyallii;Begoniaceae
Begonia lyman-smithii;Begoniaceae
Begonia madecassa;Begoniaceae
Begonia madecassa;Begoniaceae
Begonia majungaensis;Begoniaceae
Begonia majungaensis;Begoniaceae
Begonia majungaensis;Begoniaceae
Begonia malabarica;Begoniaceae
Begonia mananjebensis;Begoniaceae
Begonia mananjebensis <x> goudotii;Begoniaceae
Begonia manicata;Begoniaceae
Begonia manicata;Begoniaceae
Begonia masoniana;Begoniaceae
Begonia mexicana;Begoniaceae
Begonia microsperma;Begoniaceae
Begonia minor;Begoniaceae
Begonia minuscula;Begoniaceae
Begonia molleri;Begoniaceae
Begonia naumoniensis;Begoniaceae
Begonia nelumbiifolia;Begoniaceae
Begonia nelumbiifolia;Begoniaceae
Begonia nelumbiifolia;Begoniaceae
Begonia nelumbiifolia;Begoniaceae
Begonia nelumbiifolia;Begoniaceae
Begonia nelumbiifolia;Begoniaceae
Begonia nelumbiifolia;Begoniaceae
Begonia nosymangabensis;Begoniaceae
Begonia olsoniae;Begoniaceae
Begonia oxyanthera;Begoniaceae
Begonia oxysperma;Begoniaceae
Begonia oxysperma;Begoniaceae
Begonia ozotothrix;Begoniaceae
Begonia paranaensis;Begoniaceae
Begonia parilis;Begoniaceae
Begonia partita;Begoniaceae
Begonia pearcei;Begoniaceae
Begonia pinnatifida;Begoniaceae
Begonia platanifolia;Begoniaceae
Begonia poculifera;Begoniaceae
Begonia polygonoides;Begoniaceae
Begonia prismatocarpa;Begoniaceae
Begonia prismatocarpa;Begoniaceae
Begonia pseudolateralis;Begoniaceae
Begonia pteridoides;Begoniaceae
Begonia pulcherrima;Begoniaceae
Begonia pustulata;Begoniaceae
Begonia quadrialata;Begoniaceae
Begonia rex;Begoniaceae
Begonia rex;Begoniaceae
Begonia richardsiana;Begoniaceae
Begonia salaziensis;Begoniaceae
Begonia salaziensis;Begoniaceae
Begonia sanguinea;Begoniaceae
Begonia scapigera;Begoniaceae
Begonia scapigera;Begoniaceae
Begonia scutifolia;Begoniaceae
Begonia segregata;Begoniaceae
Begonia sericoneura;Begoniaceae
Begonia serratipetala;Begoniaceae
Begonia sizemoreae;Begoniaceae
Begonia sizemoreae;Begoniaceae
Begonia smithiana;Begoniaceae
Begonia socotrana;Begoniaceae
Begonia soli-mutata;Begoniaceae
Begonia soli-mutata;Begoniaceae
Begonia sonderiana;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia sp.;Begoniaceae
Begonia subnummulariifolia;Begoniaceae
Begonia suborbiculata;Begoniaceae
Begonia sutherlandii;Begoniaceae
Begonia sutherlandii;Begoniaceae
Begonia sutherlandii;Begoniaceae
Begonia thelmae;Begoniaceae
Begonia toledoana;Begoniaceae
Begonia trullaefolia;Begoniaceae
Begonia ulmifolia;Begoniaceae
Begonia undulata;Begoniaceae
Begonia vankerckhovenii;Begoniaceae
Begonia variegata;Begoniaceae
Begonia venosa;Begoniaceae
Begonia vittariifolia;Begoniaceae
Begonia vittariifolia;Begoniaceae
Begonia x albopicta;Begoniaceae
Begonia x marobogneri;Begoniaceae
Begonia x marobogneri;Begoniaceae
Begonia x marobogneri;Begoniaceae
Begonia x ricinifolia;Begoniaceae
Begonia x verschaffeltii;Begoniaceae
Beiselia mexicana;Burseraceae
Belamcanda sp.;Iridaceae
Bellevalia brevipedicellata;Hyacinthaceae
Bellevalia clusiana;Hyacinthaceae
Bellevalia flexuosa;Hyacinthaceae
Bellevalia gracilis;Hyacinthaceae
Bellevalia hackelii;Hyacinthaceae
Bellevalia kurdistanica;Hyacinthaceae
Bellevalia longipes;Hyacinthaceae
Bellevalia longistyla;Hyacinthaceae
Bellevalia mauritanica;Hyacinthaceae
Bellevalia modesta;Hyacinthaceae
Bellevalia nivalis;Hyacinthaceae
Bellevalia pycnantha;Hyacinthaceae
Bellevalia romana;Hyacinthaceae
Bellevalia sarmatica;Hyacinthaceae
Bellevalia trifoliata;Hyacinthaceae
Bellevalia weissii;Hyacinthaceae
Belvisia mucronata;Polypodiaceae
Belvisia mucronata;Polypodiaceae
Belvisia platyrhynchos;Polypodiaceae
Belvisia platyrhynchos;Polypodiaceae
Belvisia sp.;Polypodiaceae
Belvisia spicata;Polypodiaceae
Belvisia spicata;Polypodiaceae
Belvisia validinervis;Polypodiaceae
Bencomia sphaerocarpa;Rosaceae
Berberis amurensis;Berberidaceae
Berberis amurensis;Berberidaceae
Berberis brachypoda;Berberidaceae
Berberis brevipaniculata;Berberidaceae
Berberis buxifolia;Berberidaceae
Berberis circumserrata;Berberidaceae
Berberis crataegyna;Berberidaceae
Berberis crataegyna;Berberidaceae
Berberis cretica;Berberidaceae
Berberis darwinii;Berberidaceae
Berberis gagnepaini;Berberidaceae
Berberis gilgiana;Berberidaceae
Berberis chinensis;Berberidaceae
Berberis jaeschkeana;Berberidaceae
Berberis japonica;Berberidaceae
Berberis juliane;Berberidaceae
Berberis juliane;Berberidaceae
Berberis kashagarica;Berberidaceae
Berberis ottawensis;Berberidaceae
Berberis poiretii;Berberidaceae
Berberis poiretii;Berberidaceae
Berberis sp.;Berberidaceae
Berberis sp.;Berberidaceae
Berberis sp.;Berberidaceae
Berberis sp.;Berberidaceae
Berberis sp.;Berberidaceae
Berberis sp.;Berberidaceae
Berberis sp.;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis thunbergii;Berberidaceae
Berberis vernae;Berberidaceae
Berberis vulgaris;Berberidaceae
Berberis vulgaris;Berberidaceae
Berberis x bristolensis;Berberidaceae
Berberis x rubrostilla;Berberidaceae
Berberis x rubrostilla;Berberidaceae
Bergenia ciliata;Saxifragaceae
Bergenia ciliata;Saxifragaceae
Bergenia cordifolia;Saxifragaceae
Bergenia cordifolia;Saxifragaceae
Bergenia cordifolia;Saxifragaceae
Bergenia crassifolia;Saxifragaceae
Bergenia crassifolia;Saxifragaceae
Bergenia crassifolia;Saxifragaceae
Bergenia emeiensis;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia hybr.;Saxifragaceae
Bergenia pacifica;Saxifragaceae
Bergenia pacumbis;Saxifragaceae
Bergenia purpurascens;Saxifragaceae
Bergenia sp.;Saxifragaceae
Bergenia sp.;Saxifragaceae
Bergenia sp.;Saxifragaceae
Bergenia stracheyi;Saxifragaceae
Bergenia stracheyi;Saxifragaceae
Bergenia stracheyi;Saxifragaceae
Bergenia stracheyi-hybr.;Saxifragaceae
Bergenia stracheyi-hybr.;Saxifragaceae
Bergenia stracheyi-hybr.;Saxifragaceae
Bergeranthus jamesii;Aizoaceae
Bergeranthus scapiger;Aizoaceae
Berchemia scandens;Rhamnaceae
Berchemia scandens;Rhamnaceae
Berkheya cirsiifolia;Asteraceae
Berkheya cuneata;Asteraceae
Berkheya macrocephala;Asteraceae
Berkheya multijuga;Asteraceae
Berkheya multijuga;Asteraceae
Berkheya multijuga;Asteraceae
Berkheya purpurea;Asteraceae
Berkheya purpurea;Asteraceae
Berkheya purpurea;Asteraceae
Berkheya radula;Asteraceae
Berlandiera lyrata;Asteraceae
Berlandiera lyrata;Asteraceae
Berteroa incana;Brassicaceae
Bertolonia ovata;Melastomataceae
Bertolonia ovata;
Bertolonia sp.;Melastomataceae
Berula erecta;Apiaceae
Berula erecta;Apiaceae
Berzelia albiflora;Bruniaceae
Berzelia intermedia;Bruniaceae
Besleria sp.;Gesneriaceae
Betonica officinalis;Lamiaceae
Betula <x >jackii;Betulaceae
Betula costata;Betulaceae
Betula costata;Betulaceae
Betula ermanii;Betulaceae
Betula ermanii;Betulaceae
Betula ermanii;Betulaceae
Betula chichibuensis;Betulaceae
Betula jacquemontii;Betulaceae
Betula kamtschatica;Betulaceae
Betula lenta;Betulaceae
Betula nana;Betulaceae
Betula nana;Betulaceae
Betula nana;Betulaceae
Betula papyrifera;Betulaceae
Betula pendula;Betulaceae
Betula pendula;Betulaceae
Betula pendula;Betulaceae
Betula procurva;Betulaceae
Betula pubescens;Betulaceae
Betula pumila;Betulaceae
Betula rezniczenkoana;Betulaceae
Betula saposhnikovii;Betulaceae
Betula schmidtii;Betulaceae
Betula schmidtii;Betulaceae
Betula sp.;Betulaceae
Betula sp.;Betulaceae
Betula tianschanica;Betulaceae
Biancaea decapetala;
Bifrenaria harrisoniae;Orchidaceae
Bifrenaria harrisoniae;Orchidaceae
Bifrenaria verboonenii;Orchidaceae
Bifrenaria vitellina;Orchidaceae
Bifrenaria wittigii;Orchidaceae
Bigelowia nuttallii;Asteraceae
Bignonia capreolata;Bignoniaceae
Billardiera fusiformis;Pittosporaceae
Billbergia brasiliensis;Bromeliaceae
Billbergia decora;Bromeliaceae
Billbergia kuhlmannii;Bromeliaceae
Billbergia nutans;Bromeliaceae
Billbergia nutans;Bromeliaceae
Billbergia pyramidalis;Bromeliaceae
Billbergia viridiflora;Bromeliaceae
Billbergia zebrina;Bromeliaceae
Biophytum aeschynomenifolia;Oxalidaceae
Biophytum umbraculum;Oxalidaceae
Bistorta affinis;Polygonaceae
Bistorta affinis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta amplexicaulis;Polygonaceae
Bistorta major;Polygonaceae
Bistorta major;Polygonaceae
Bixa orellana;Bixaceae
Bixa orellana;Bixaceae
Blandfordia punicea;Blandfordiaceae
Blechnum auratum;Blechnaceae
Blechnum auratum;Blechnaceae
Blechnum brasiliense;Blechnaceae
Blechnum brasiliense;Blechnaceae
Blechnum cordatum;Blechnaceae
Blechnum discolor;Blechnaceae
Blechnum fluviatile;Blechnaceae
Blechnum gibbum;Blechnaceae
Blechnum chilense;Blechnaceae
Blechnum longicauda;Blechnaceae
Blechnum magellanicum;Blechnaceae
Blechnum minus;Blechnaceae
Blechnum nudum;Blechnaceae
Blechnum occidentale;Blechnaceae
Blechnum penna-marina;Blechnaceae
Blechnum penna-marina;Blechnaceae
Blechnum penna-marina;Blechnaceae
Blechnum punctulatum;Blechnaceae
Blechnum sp.;Blechnaceae
Blechnum sp.;Blechnaceae
Blechnum sp.;Blechnaceae
Blechnum sp.;Blechnaceae
Blechnum sp.;Blechnaceae
Blechnum sp.;Blechnaceae
Blechnum sp.;Blechnaceae
Blechnum spicant;Blechnaceae
Blechnum spicant;Blechnaceae
Blechnum tabulare;Blechnaceae
Blechnum wattsii;Blechnaceae
Blephilia ciliata;Lamiaceae
Bletia florida;Orchidaceae
Bletia purpurea;Orchidaceae
Bletia purpurea;Orchidaceae
Bletia purpurea;Orchidaceae
Bletilla hybr.;Orchidaceae
Bletilla ochracea;Orchidaceae
Bletilla ochracea;Orchidaceae
Bletilla sinensis;Orchidaceae
Bletilla sp.;Orchidaceae
Bletilla sp.;Orchidaceae
Bletilla striata;Orchidaceae
Bletilla striata;Orchidaceae
Bletilla striata;Orchidaceae
Bletilla striata;Orchidaceae
Blumenbachia hieronymi;Loasaceae
Blysmus compressus;Cyperaceae
Blysmus compressus;Cyperaceae
Blysmus compressus;Cyperaceae
Boehmeria biloba;Urticaceae
Boehmeria cylindrica;Urticaceae
Boehmeria japonica;Urticaceae
Boehmeria nivea;Urticaceae
Boehmeria platanifolia;Urticaceae
Boehmeria sieboldiana;Urticaceae
Boehmeria sp.;Urticaceae
Boehmeria spicata;Urticaceae
Boehmeria tricuspis;Urticaceae
Boesenbergia aurantiaca;Zingiberaceae
Boesenbergia rotunda;Zingiberaceae
Boesenbergia rotunda;Zingiberaceae
Boesenbergia sp.;Zingiberaceae
Bolbitis heteroclita;Dryopteridaceae
Bolboschoenus affinis;Cyperaceae
Bolboschoenus caldwellii;Cyperaceae
Bolboschoenus fluviatilis;Cyperaceae
Bolboschoenus fluviatilis;Cyperaceae
Bolboschoenus glaucus;Cyperaceae
Bolboschoenus glaucus;Cyperaceae
Bolboschoenus laticarpus;Cyperaceae
Bolboschoenus maritimus;Cyperaceae
Bolboschoenus maritimus;Cyperaceae
Bolboschoenus medianus;Cyperaceae
Bolboschoenus planiculmis;Cyperaceae
Bolboschoenus robustus;Cyperaceae
Bolboschoenus schmidii;Cyperaceae
Bollea coelestis;Orchidaceae
Boltonia asteroides;Asteraceae
Boltonia asteroides;Asteraceae
Boltonia asteroides;Asteraceae
Boltonia asteroides;Asteraceae
Boltonia decurrens;Asteraceae
Boltonia decurrens;Asteraceae
Boltonia decurrens;Asteraceae
Bolusanthus speciosus;Fabaceae (s.str.)
Bomarea acutifolia;Alstroemeriaceae
Bomarea frondea;Alstroemeriaceae
Bomarea multiflora;Alstroemeriaceae
Bombacopsis cubensis;Bombacaceae
Bombacopsis sp.;Bombacaceae
Bombacopsis sp.;Bombacaceae
Boophone disticha;Amaryllidaceae
Borago officinalis;Boraginaceae
Borago pygmaea;Boraginaceae
Boronia heterophylla;Rutaceae
Borzicactus icosagonus;
Boswellia dalzielii;Burseraceae
Boswellia dalzielii;Burseraceae
Boswellia dioscoridis;Burseraceae
Boswellia elongata;Burseraceae
Boswellia elongata;Burseraceae
Boswellia nana;Burseraceae
Boswellia neglecta;Burseraceae
Boswellia sacra;Burseraceae
Boswellia sacra;Burseraceae
Boswellia sacra;Burseraceae
Boswellia serrata;Burseraceae
Boswellia serrata;Burseraceae
Boswellia serrata;Burseraceae
Boswellia socotrana;Burseraceae
Bothriochloa ischaemum;Poaceae
Botryostege bracteata;Ericaceae
Bougainvillea hybr.;Nyctaginaceae
Boussingaultia sp.;Basellaceae
Bouteloua curtipendula;Poaceae
Bouteloua curtipendula;Poaceae
Bouteloua curtipendula;Poaceae
Bouteloua gracilis;Poaceae
Bouteloua gracilis;Poaceae
Bouvardia ternifolia;Rubiaceae
Bowenia serrulata;Stangeriaceae
Bowenia spectabilis;Stangeriaceae
Bowenia spectabilis;Stangeriaceae
Bowiea volubilis;Hyacinthaceae
Bowiea volubilis;Hyacinthaceae
Braemia vittata;Orchidaceae
Brahea aculeata;Arecaceae
Brahea armata;Arecaceae
Brahea calcarea;Arecaceae
Brahea decumbens;Arecaceae
Brahea dulcis;Arecaceae
Brahea dulcis;Arecaceae
Brahea edulis;Arecaceae
Brachycereus nesioticus;Cactaceae
Brachychiton australis;Malvaceae
Brachychiton bidwillii;Malvaceae
Brachychiton discolor;Malvaceae
Brachychiton populneus;Malvaceae
Brachychiton populneus;Malvaceae
Brachychiton rupestris;Malvaceae
Brachychiton sp.;Malvaceae
Brachypeza laotica;Orchidaceae
Brachypodium phoenicoides;Poaceae
Brachypodium rupestre;Poaceae
Brachypodium sylvaticum;Poaceae
Brachysema lanceolatum;Fabaceae (s.str.)
Brainea insignis;Blechnaceae
Brainea insignis;Blechnaceae
Brasenia schreberi;Cabombaceae
Brassavola acaulis;Orchidaceae
Brassavola cucullata;Orchidaceae
Brassavola cucullata;Orchidaceae
Brassavola flagellaris;Orchidaceae
Brassavola grandiflora;Orchidaceae
Brassavola nodosa;Orchidaceae
Brassavola nodosa;Orchidaceae
Brassavola nodosa;Orchidaceae
Brassavola nodosa;Orchidaceae
Brassavola perrinii;Orchidaceae
Brassavola perrinii;Orchidaceae
Brassavola sp.;Orchidaceae
Brassavola sp.;Orchidaceae
Brassavola subulifolia;Orchidaceae
Brassavola subulifolia;Orchidaceae
Brassavola subulifolia;Orchidaceae
Brassia arcuigera;Orchidaceae
Brassia hybr.;Orchidaceae
Brassia maculata;Orchidaceae
Brassia sp.;Orchidaceae
Brassia sp.;Orchidaceae
Brassiophoenix drymophloeoides;Arecaceae
Brassiophoenix schumannii;Arecaceae
Braunsia apiculata;Aizoaceae
Breynia disticha;Euphorbiaceae
Brighamia insignis;Campanulaceae
Brighamia insignis;Campanulaceae
Brillantaisia lamium;Acanthaceae
Brillantaisia nyanzarum;Acanthaceae
Briza maxima;Poaceae
Briza media;Poaceae
Briza media;Poaceae
Brocchinia acuminata;Bromeliaceae
Brocchinia hechtioides;Bromeliaceae
Brocchinia micrantha;Bromeliaceae
Brocchinia paniculata;Bromeliaceae
Brocchinia reducta;Bromeliaceae
Brocchinia tatei;Bromeliaceae
Brodiaea elegans;Asparagaceae (Themidaceae)
Brodiaea sp.;Asparagaceae (Themidaceae)
Brodiaea terrestris;Asparagaceae (Themidaceae)
Bromelia pinguin;Bromeliaceae
Bromheadia aporoides;Orchidaceae
Bromheadia brevifolia;Orchidaceae
Bromus benekenii;Poaceae
Broughtonia negrilensis;Orchidaceae
Broussonetia papyrifera;Moraceae
Broussonetia papyrifera;Moraceae
Broussonetia papyrifera;Moraceae
Browallia americana;Solanaceae
Browallia americana;Solanaceae
Brugmansia arborea;Solanaceae
Brugmansia sanguinea;Solanaceae
Brunfelsia grandiflora;Solanaceae
Brunfelsia grandiflora;Solanaceae
Brunia stokoei;Bruniaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera macrophylla;Boraginaceae
Brunnera sibirica;Boraginaceae
Brunnera sibirica;Boraginaceae
Brunsvigia grandiflora;Amaryllidaceae
Bryonia dioica;Cucurbitaceae
Buddleja alternifolia;Scrophulariaceae ( s.str.)
Buddleja alternifolia;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja davidii;Scrophulariaceae ( s.str.)
Buddleja globosa;Scrophulariaceae ( s.str.)
Buddleja japonica;Scrophulariaceae ( s.str.)
Buddleja lindleyana;Scrophulariaceae ( s.str.)
Buddleja loricata;Scrophulariaceae ( s.str.)
Buddleja loricata;Scrophulariaceae ( s.str.)
Buddleja nanhoensis;Scrophulariaceae ( s.str.)
Buddleja nivea;Scrophulariaceae ( s.str.)
Buddleja nivea;Scrophulariaceae ( s.str.)
Buddleja salviifolia;Scrophulariaceae ( s.str.)
Buddleja venenifera;Scrophulariaceae ( s.str.)
Buddleja x lochinch;Scrophulariaceae ( s.str.)
Buddleja x pikei;Scrophulariaceae ( s.str.)
Buddleja x weyeriana;Scrophulariaceae ( s.str.)
Buddleja x weyeriana;Scrophulariaceae ( s.str.)
Buglossoides purpurocaerulea;Boraginaceae
Buglossoides purpurocaerulea;Boraginaceae
Bulbine abyssinica;Xanthorrhoeaceae
Bulbine alooides;Xanthorrhoeaceae
Bulbine annua;Xanthorrhoeaceae
Bulbine bulbosa;Xanthorrhoeaceae
Bulbine frutescens;Xanthorrhoeaceae
Bulbine latifolia;Xanthorrhoeaceae
Bulbine mesembryanthemoides;Xanthorrhoeaceae
Bulbocodium vernum;Colchicaceae
Bulbophyllum (phalaenopsis);Orchidaceae
Bulbophyllum agastor;Orchidaceae
Bulbophyllum alkmaarense;Orchidaceae
Bulbophyllum alticola;Orchidaceae
Bulbophyllum ambrosia;Orchidaceae
Bulbophyllum apetalum;Orchidaceae
Bulbophyllum apodum;Orchidaceae
Bulbophyllum baileyi;Orchidaceae
Bulbophyllum baronii;Orchidaceae
Bulbophyllum beccarii;Orchidaceae
Bulbophyllum bolsteri;Orchidaceae
Bulbophyllum careyanum;Orchidaceae
Bulbophyllum careyanum;Orchidaceae
Bulbophyllum carunculatum;Orchidaceae
Bulbophyllum carunculatum;Orchidaceae
Bulbophyllum catenulatum;Orchidaceae
Bulbophyllum corolliferum;Orchidaceae
Bulbophyllum costatum;Orchidaceae
Bulbophyllum coweniorum;Orchidaceae
Bulbophyllum coweniorum;Orchidaceae
Bulbophyllum crassipes;Orchidaceae
Bulbophyllum cumingii;Orchidaceae
